Engine_ID,Cycle,Setting_1,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,RUL
2,10,0.4582458280396084,698.6886936600517,653.934224191565,659.0892943188242,684.9223410494178,629.3591844264494,625.0242898164595,606.9361300875165,675.237452943768,696.3222539440611,615.0416891103528,634.82554670233,674.8259690383659,628.5095168693847,673.0867475203644,682.1257304672013,633.5197241645901,694.6115462133632,614.0113175766453,647.6050402199099,603.3945978585799,628.7238991654082,1
3,1,0.5223705789444759,677.2244769296658,680.7440155164063,667.7564361842283,665.7612892300343,680.9361155478514,654.9226664706121,610.0778001377427,679.1579043725849,601.2154474689817,659.4130715352135,651.3989489159811,618.4521019356378,617.3373595294755,693.8340456821038,611.0631736955207,680.2853448598012,637.3309316279752,686.8467975897913,666.3671165362648,669.742026724684,629.630812045599,10
3,2,0.4278987721304084,619.8715681534172,689.6091299923494,601.6587828927857,656.8308603335472,681.0113394679181,671.4595922700063,601.822182565155,678.9618142794554,696.987882670764,638.0890856631022,678.3653012741142,620.934932333671,689.6765424626425,618.123306616566,684.6452291734519,600.4632023004602,627.0744673143554,648.7431198249513,693.6829739324758,629.7349007372551,623.360775104991,9
3,3,0.45842892970704363,600.5522117123602,631.8003474971864,651.2093058299281,609.3674767828093,686.7072318580103,666.0197376717731,609.4442960755929,609.120610304869,604.3159911950576,696.9914397814603,639.654278232127,637.0472102791382,608.0233745661642,606.6496267366778,612.7488662331982,633.3499171691144,664.3999543239016,689.4552226894091,673.257209721025,692.439619537653,604.2093189636362,8
3,4,0.47327236865873834,681.5461428454835,611.0051924527677,622.6495775197938,636.7715803059433,691.3240552556472,627.9933896945943,668.3006773416357,649.4420304702581,689.1143113698071,684.2118923135708,662.2086700227874,648.4522985191021,652.4511389570255,674.1120649290059,639.7287290560367,639.8168693590943,640.8734171098097,679.9855255947315,621.4940378590757,697.1058245165368,601.7873934733414,7
3,5,0.49121399684340716,670.6857343847618,622.7935162541942,664.517279040945,626.5202367681726,651.1342398860938,695.4865280663194,607.1188648460229,605.7558760016644,652.7701109086299,683.8328704711138,686.2363708746745,661.8254771530296,641.0396826989662,657.4473113179912,679.7295365779554,653.7395602937922,602.5386355660345,642.5213504469233,603.1183135061285,694.4266489113434,698.7722389736032,6
3,6,0.5570351922786028,672.9007168040987,642.7107788626256,617.4366429004991,624.3989643379084,650.15162946872,673.7896916695769,631.8975630293761,654.9528882323735,699.2964796119301,646.8693159794971,694.9520623657642,636.8913639569772,698.2378616908607,684.1828776758272,614.9917427348773,691.985561641276,615.615259736619,602.2469308320117,626.2264044299825,647.4214216657464,642.7773133735863,5
3,7,0.43993475643167196,677.1270346685945,681.8014765922493,669.0937738102466,697.3010554752445,679.8295178966775,655.4354052511401,684.4875310969454,644.1530501373377,607.3796564735399,641.4819502337665,614.7073480929038,646.2534716133148,611.2038902168052,613.9772376626289,622.9251395232642,634.6345994365961,671.5972228847397,626.8677359384947,659.5077930700255,686.2042650989314,638.4326647159681,4
3,8,0.5028468876827223,607.404465173409,686.0730583256343,638.6735346300537,639.309772466676,664.9963930777765,661.1720746234353,602.3271935735826,688.77041827583,655.385428440132,627.3407071930707,692.6587625161494,674.7470938133756,639.7855599045741,679.526731185989,672.2252568393067,634.6953201896227,665.8923941910151,654.1634214660867,605.142581348425,684.4549398535071,667.964728269307,3
3,9,0.5184829137724085,635.8465728544272,600.6952130531191,693.6729988736735,689.2046555177113,670.1966877257703,641.960006242779,681.4468482588936,635.0915012552078,696.9302535619099,605.6375496650927,649.2116293079538,603.6683202890598,696.9470433275369,620.1627320047744,672.0036536546074,673.7501248109749,602.7095992503483,663.3478219826147,649.6366247201237,631.9100473243255,621.8253887865064,2
3,10,0.40929008254399957,611.586905952513,651.0747302577565,613.7520944145994,663.1138625997263,679.5792669436102,624.7730989501157,628.18547747734,611.7067016427605,652.3097844170148,686.4722376255053,625.8244388298958,625.2436944344021,686.550712589398,616.3655942865704,664.1147632885297,645.2217940889807,622.1972161932949,625.7887685433202,659.6842848916889,682.8915474150677,694.9961183950226,1
4,1,0.5215089703802877,686.3103425875594,641.7411003148779,634.1066351050258,679.4811303541649,689.0005341817566,635.5972678651261,611.8164827621656,614.2991682052835,662.9398638135262,681.2901009130078,645.9135756238261,671.3349585884553,681.707207094928,616.4265797930993,669.39484444671,622.4604822939982,623.1074796588072,613.9356074072824,633.4243890816961,603.7007634715493,678.6345014415552,10
4,2,0.4341048247374583,662.3298126827558,622.210781047073,611.347352124059,650.2637093105192,633.7995156851536,675.7846110464369,669.6737165364151,676.1510631717472,669.5748688984618,699.971767328613,698.0032575285477,689.5206837687199,625.790282704494,681.4574720231382,654.2724443347596,645.2439516132694,667.1892743598728,683.4930236799299,677.0912203745822,659.6269878482053,608.941100231226,9
4,3,0.41301031859705595,633.089802485265,611.9865367333683,692.4693618278562,657.690388462636,637.5582952639944,601.4393488629756,662.8942846779884,661.8218063316261,645.4541064767773,699.6636837073905,649.2618093992869,651.1677442115666,617.0887587390066,666.51972206962,625.1799058906953,614.08570203798,601.9710537754364,698.4402180703552,610.6598253133772,623.0008837287703,641.7580775784928,8
4,4,0.5897771074506666,606.3558350286023,633.7615171403628,687.7339353380981,649.2517693818863,609.3981939840869,611.6072640506916,687.7472013527052,610.112267612279,662.7558080084063,655.5431705602628,632.8751610287509,653.2113485265315,666.8643219924431,652.3065424769119,634.569599350392,617.6386986506224,610.4108581984574,652.5690182302686,607.5137781735809,612.0566885777279,687.9118307562164,7
4,5,0.5931264066149118,631.0982321715662,694.2909703912519,625.7941627715155,619.5242987798044,657.8280140996173,604.6002642021753,673.5071043803886,608.4106806114997,658.43143119231,676.8987415180511,663.3400854316726,610.7172011339776,692.9375989127586,635.8830484123503,618.1597716801425,649.836777273948,679.9916085373189,617.1679285848304,672.8188756203604,607.6953201629209,694.4732022291411,6
4,6,0.5616794696232922,632.5183322026747,632.3202932020755,665.998404603418,672.2452115261506,603.5942273796742,604.072880231897,680.3480930384849,670.096913145912,690.1158010490989,694.4765729882428,624.0145618778193,644.7412366823455,655.676289301393,687.7200540813108,690.8450561333628,641.8925449504547,617.8544662054334,627.2307326519369,649.5491316206198,669.628877587814,646.7401511249869,5
4,7,0.4609227538346741,672.9606178338064,651.8790621743366,681.7222200201215,628.0772362440856,646.559801813246,685.5460584011007,628.2034572571306,607.2763006364194,604.5446380341458,684.9647390677411,607.5863328108663,653.2617266455023,657.1612689469899,639.2445107422635,658.339179476612,691.48459010681,665.2746107851875,601.8390676547467,668.8402396427737,633.9874963768066,661.3411389210708,4
4,8,0.4195344228012768,663.7557471355213,670.3018958895178,655.5200811599462,602.4315966431454,654.2644634707576,670.3657859380023,617.7439543779723,682.1860059290357,628.096318959223,624.7348101743198,612.8879721910649,624.2470503634729,627.9979093660285,681.6599439471577,640.085141676364,636.2393899116634,623.8182781046727,691.4298806560499,643.4827338603747,672.4766771528762,616.7033946092075,3
4,9,0.5368466053024313,688.7212742576327,636.3629602379294,652.9650578356006,664.5472295907168,628.6541252128285,647.4173829087325,675.0614751640858,670.6242227156496,695.0411484076559,645.0544135310093,612.8045838957772,626.9243230949381,676.9492933191937,643.9134908570219,646.2005803644133,658.0588350278043,609.9441392759345,611.7751082890142,624.6402033239107,606.5356340798942,699.1168626136977,2
4,10,0.48803049874792026,647.221492516195,697.1782082720961,624.1852290900451,617.7110679407049,659.0833260569011,609.7834160651001,680.6834739267264,608.1348780641899,689.0263783890916,612.9159415151495,615.1902693512294,637.7284163104623,618.7043748557523,637.6944429424908,694.7283339611815,663.226428791953,624.3172190999454,657.6516475514254,681.91023176742,631.529033783061,623.1671701383443,1
5,1,0.4244076469689558,611.9594245938301,696.2447294942111,609.3102767805899,694.0458584352914,603.0500249939049,649.1615875116833,699.0505142000674,608.4837714085191,645.5656752785712,695.4051027258722,613.882717264941,602.0071197777727,632.3679236404244,646.2679785669607,615.335140311608,601.3094456588334,672.2266931855659,627.4055220687206,679.9415878968979,653.9491292375337,694.2731774135126,10
5,2,0.49903538202225406,671.3244787222995,625.1782295825365,689.7215757953327,695.3928577002587,603.7348188749214,647.3471770780566,641.2617676911426,698.6639578501175,662.0132597801537,660.617463445088,664.0874744803215,632.2079165583178,642.5436438616417,630.1377874164142,658.6229832016797,666.353737201671,685.5696468106286,655.4178002515794,669.4696470854427,679.0723164838963,664.9646648992368,9
5,3,0.4068777042230437,676.0785048616897,649.7248505892385,690.0418057163331,691.4864390220448,682.2600560659658,617.3201869910015,637.2018085792783,637.4270795756121,627.7381182981132,622.8642805503463,618.1880084399145,621.1448006996544,650.7610378684456,674.7609380176251,650.5888678884467,617.8035966869752,683.0219864566991,665.1420388351864,627.2145137229962,631.875250293207,660.7736794878859,8
5,4,0.5818640804157564,656.1277197569497,630.0878309816769,663.3101457273268,637.0158700255445,636.0190641411263,643.3851649237973,677.6412960741997,637.0642147066891,618.8121159723761,667.1700684405856,634.5667283323863,632.7497352177915,624.2409732415081,650.2720390092479,661.1454235434647,696.1070317469455,639.7183529618455,682.9741803707202,659.0230666869087,662.589137643701,651.2688511016509,7
5,5,0.4517559963200034,677.0967179954561,628.4840494377468,633.90297910487,601.5456616528868,612.7060512651885,639.8504734397374,634.0803540253017,681.2799567257503,646.3698404939983,661.8128240457896,689.6788409906012,611.9762131819251,611.4836824739203,623.2212695146817,601.8110183820841,614.8662727753112,666.8085136570646,620.6421271760603,636.0973896940027,688.5977748236187,623.0669811717759,6
5,6,0.5325044568707964,649.3795596364391,603.6886947354533,634.9209574612661,692.8318562587725,652.2243260054804,661.5850098052216,693.0757325603565,694.7248577383858,635.3352228026052,635.816271803284,647.3961640262872,689.0527280739896,661.0620042441633,689.9574573274568,687.2123908944152,641.4624123727024,620.4984295415821,601.099582865848,609.1582073326634,661.5863188182304,617.6528032005508,5
5,7,0.4623422152178822,652.2732829381994,660.9564333979897,672.5955678870239,642.8184148317314,676.9993553098611,663.5093650867644,685.8412751843011,698.6001063822871,658.3656111850872,611.3557592199629,666.7557738521027,659.3592453554048,628.8630553240256,638.3891221373211,693.2118282483613,608.5349668078644,629.3147730261013,613.6885630068807,691.7313575462242,623.2959474753634,622.0486209070175,4
5,8,0.5040136042355622,642.754101835855,650.2679023228861,689.7110259952577,696.665481904367,621.5821027496843,604.5304009772044,642.8994027375019,675.3378185258941,607.7734636964985,667.1573195592799,617.231987120163,667.910231914449,658.1238221422612,654.3552861113989,656.5133183589209,699.6874251845948,689.633581852112,690.0018641848105,613.6818630918962,602.4400781556539,618.6438262144254,3
5,9,0.5093420558686559,602.5419126744096,605.1478751249989,688.7086424265117,696.3619977089253,662.2890475819,637.4612614626471,675.0871067791497,637.6259585530916,697.4394807666166,652.0307700903793,619.228901880867,678.9171238607338,615.4362715274202,690.6472110964547,669.6650823876893,650.2195010331243,601.3001923510736,687.3890077562515,695.0237353820803,687.009887390093,677.9584473566754,2
5,10,0.43697089110510545,610.7891426993305,627.8646464236612,677.9875545857624,685.300945546736,608.5347464993768,662.5859915714236,675.4542874084682,608.3500716698669,698.6210744479603,677.2318391735639,604.0868616266479,649.8442198929057,648.1140101854818,662.4237995913992,692.2499381177296,659.5385017320044,608.5508530854468,659.7413102170308,644.6005772957956,602.1269410850388,635.012525916673,1
